Sno,Generic/Quantity,Package Unit,Price(in Rs.)
2020,Vit A   2500 iuVit D3   200 iuL-Leucine   25 mgL-Isoleucine   8 mgL-Lysine   25 mgL-Phenylalamine   5 mgL-Theronine   8.3 mgL-Valine   9.1 mgL-Methionine   18.4 mgL-Tryptophan   10.1 mgL-Arginine   18.3 mgVit E   7.5 iuSelenium   0.084 mgChromium (Chromic)   0.522 mgFolic Acid (Vit B9)   0.5 mgWhey Protiens   350 mg,10 Capsule,7.16
2021,Calcium Pantothenate   2.5 mgVit A   2500 iuVit B1   2.5 mgVit B2   2.5 mgVit C   40 mgVit E   7.5 iuCalcium Lactate   1.25 mgCholecalciferol   200 iuChromic Chloride   8 mcgManganese Chloride   0.8 mgNiacinamide   22.5 mgPotassium Iodide   50 mcgSodium Molybdate   8 mcgSodium Selenium   10 mcgVit B12   2.5 mcgVit B6   1 mgZinc Gluconate   1 mg,100 ml,14.99
2022,Calcium Pantothenate   2.5 mgVit A   2500 iuVit B1   2.5 mgVit B2   2.5 mgVit C   40 mgVit E   7.5 iuCalcium Lactate   1.25 mgCholecalciferol   200 iuChromic Chloride   8 mcgManganese Chloride   0.8 mgNiacinamide   22.5 mgPotassium Iodide   50 mcgSodium Molybdate   8 mcgSodium Selenium   10 mcgVit B12   2.5 mcgVit B6   1 mgZinc Gluconate   1 mg,30 ml,7.14
2023,Vit A   5000 iuVit B1   4.5 mgVit B2   5 mgVit C   80 mgVit E   20 mgCalcium Lactate   2.5 mgCholecalciferol   400 iuChromic Chloride   16 mcgElemental Manganese   1.6 mgNiacinamide   45 mgD-Panthenol   5 mgPotassium Iodide   100 mcgSodium Molybdate   16 mcgSodium Selenium   20 mcgVit B12   5 mcgVit B6   2 mgZinc Gluconate   2 mg,30 ml,7.7
2024,Vit A   5000 iuVit B1   4.5 mgVit B2   5 mgVit C   80 mgVit E   20 mgCalcium Lactate   2.5 mgCholecalciferol   400 iuChromic Chloride   16 mcgElemental Manganese   1.6 mgNiacinamide   45 mgD-Panthenol   5 mgPotassium Iodide   100 mcgSodium Molybdate   16 mcgSodium Selenium   20 mcgVit B12   5 mcgVit B6   2 mgZinc Gluconate   2 mg,100 ml,14.32
2025,Vit A   800 iuVit B1   5 mgVit B2   5 mgVit C   25 mgVit E   15 iuAlpha Lipoic Acid   50 mgAlfacalcidol   0.01 mcgCopper Sulphate   0.1 mgFolic Acid (Vit B9)   1 mgManganese Sulphate   0.01 mgMethylcobalamin   50 mgPotassium Iodide   0.025 mgSodium Selenate   40 mcgVit B3   45 mgVit B6   2 mgVit B5   5 mgZinc Sulphate   50 mg,10 Capsule,8.41
2026,Calcium D-Pantothenate   5 mgVit A   500 iuVit B1   5 mgVit C   75 mgVit E   15 mgCalcium Dibasic Phosphate   75 mgCopper Sulphate   0.5 mgFolic Acid (Vit B9)   1 mgManganese Sulphate   0.5 mgMagnesium Sulphate   3 mgNicotinamide   50 mgPotassium Iodide   0.1 mgPotassium Sulphate   2 mgVit B12   5 mgVit B6   2 mgVit D3   400 iuZinc Sulphate   10 mg,10 Capsule,6.8
2027,Vit A   2500 iuThiamine   1.5 mgRiboflavin   1.7 mgPyridoxine   1.5 mgCyanocobalamin   1 mcgAscorbic Acid   50 mgCholecalciferol   200 iuTocopheryl Acetate   10 iuBiotin   30 mcgZinc   3 mgIodine   150 mcgManganese   2.5 mgIron   9 mgChromium (Chromic)   25 mcgMolybdenum   25 mcgNicotinamide   20 mgD-Panthenol   5 mg,30 ml,8.46
2028,Vit A   2500 iuThiamine   1.5 mgRiboflavin   1.7 mgPyridoxine   1.5 mgCyanocobalamin   1 mcgAscorbic Acid   50 mgCholecalciferol   200 iuTocopheryl Acetate   10 iuBiotin   30 mcgZinc   3 mgIodine   150 mcgManganese   2.5 mgIron   9 mgChromium (Chromic)   25 mcgMolybdenum   25 mcgNicotinamide   20 mgD-Panthenol   5 mg,100 ml,15.11
2029,Vit A   2500 iuVit B12   1 mcgVit D3   200 iuVit C   50 mgVit E   10 iuThiamine   1.5 mgRiboflavin   1.7 mgPyridoxine   1.5 mgNiacinamide   20 mgD-Panthenol   5 mgBiotin   30 mcgZinc   3 mgIodine   150 mcgIron   9 mgManganese   2.5 mgChromium (Chromic)   25 mcgMolybdenum   25 mcg,100 ml,15.07
2030,Vit A   2500 iuVit B12   1 mcgVit D3   200 iuVit C   50 mgVit E   10 iuThiamine   1.5 mgRiboflavin   1.7 mgPyridoxine   1.5 mgNiacinamide   20 mgD-Panthenol   5 mgBiotin   30 mcgZinc   3 mgIodine   150 mcgIron   9 mgManganese   2.5 mgChromium (Chromic)   25 mcgMolybdenum   25 mcg,30 ml,8.04
2031,Vit A   5000 iuVit D3   200 iuVit E   7.5 mgVit B1   2.5 mgVit B2   2.5 mgVit B6   1 mgVit C   40 mgNicotinamide   25 mgD-Panthenol   2.5 mgFolic Acid (Vit B9)   500 mcgVit B12   2.5 mcgDiabasic Calcium Phosphate   35 mgCopper Sulphate   0.1 mgManganese Sulphate   0.01 mgZinc Sulphate   50 mgPotassium Iodide   0.025 mgMagnesium Oxide   0.15 mg,30 Capsule,23.28
2032,L-Leucine   18 mgL-Isoleucine   5.9 mgL-Theronine   4.2 mgL-Lysine   25 mgL-Phenylalamine   5 mgL-Valine   6.7 mgL-Tryptophan   5 mgL-Methionine   18.4 mgVit D3   200 iuVit B1   4.5 mgVit B2   3.5 mgVit B6   1.5 mgNicotinamide   25 mgFolic Acid (Vit B9)   0.5 mgVit C   41 mgCalcium Pantothenate   5 mg5-Hydroxy Anthronilic Acid   0.2 mgVit E   7.4 mg,15 Capsule,11.69
2033,Calcium Pantothenate   5 mgVit B1   1 mgVit B2   1.5 mgVit C   50 mgVit E   5 mgCalcium   75 mgCopper Sulphate   0.5 mgFerrous Fumarate   30 mgFolic Acid (Vit B9)   0.15 mgGingseng Extract   42.5 mgMagnesium Sulphate   3 mgManganese Sulphate   0.5 mgNicotinamide   10 mgPhosphorus   58 mgPotassium   2 mgSoya Protein   75 mgVit B6   1 mgZinc Sulphate   10 mg,10 Capsule,14.3
2034,Vit A   2000 iuVit B1   1.5 mgVit B2   1 mgVit B6   1 mgVit B12   1 mcgVit C   25 mgVit D3   150 iuVit E   5 mlNiacinamide   15 mgZinc Sulphate   2 mgCalcium D-Pantothenate   2 mgPotassium Iodide   25 mcgCopper Sulphate   100 mcgManganese Sulphate   200 mcgSelenium   25 mcgChromium (Chromic)   5 mcgSodium Molybdate   10 mcgBiotin   10 mcg,30 ml,8.61
2035,Vit A   2000 iuVit B1   1.5 mgVit B2   1 mgVit B6   1 mgVit B12   1 mcgVit C   25 mgVit D3   150 iuVit E   5 mgNiacinamide   15 mgZinc Sulphate   2 mgCalcium D-Pantothenate   2 mgPotassium Iodide   25 mcgCopper Sulphate   100 mcgManganese Sulphate   200 mcgSelenium   25 mcgChromium (Chromic)   5 mcgSodium Molybdate   10 mcgBiotin   10 mcg,100 ml,15.47
2036,Vit A   2500 iuThiamine   1.5 mgRiboflavin   1.7 mgPyridoxine   1.5 mgVit B12   1 mcgVit E   10 iuVit C   50 mgVit D3   200 iuNiacinamide   20 mgD-Panthenol   5 mgBiotin   300 mcgZinc   3 mgIodine   150 mcgIron   9 mgManganese   2.5 mgChromium (Chromic)   25 mcgMolybdenum   25 mcgEthanol   5.4% w/v,150 ml,16.94
2037,Vit B1   1.5 mgVit B2   2 mgVit B12   2 mgVit C   50 mgVit D3   200 iuSpirulina   500 mgFolic Acid (Vit B9)   200 mcgChromium Chloride   50 mgIodine   0.15 mgPotassium   40 mgMolybdenum   75 mcgNickel   5 mcgSelenium   30 mcgStannous Chloride   10 mcgColloidal Silicon   2 mgChloride   36.3 mgBiotin   30 mcgSodium Metavanadate   10 mcgSodium Borate   15 mcg,10 Capsule,17.92
2038,Vit A   1000 iuCholecalciferol   100 iuRiboflavin   1.4 mgThiamine   5 mgPyridoxine   1.5 mgD-Panthenol   2.5 mgNicotinamide   10 mgAscorbic Acid   50 mgTocopheryl Acetate   0.5 mgL-Arginine   6.5 mgL-Histidine   3 mgL-Isoleucine   5.5 mgL-Leucine   12.3 mgL-Lysine   17 mgL-Methionine   6 mgL-Phenylalamine   8.7 mgL-Threonine   5.4 mgL-Valine   6.1 mgGlycine   10 mg,10 ml,10.22
2039,L-Leucine   18 mgL-Isoleucine   5.9 mgL-Threonine   4.2 mgL-Lysine   25 mgL-Phenylalamine   5 mgL-Valine   6.7 mgL-Tryptophan   5 mgL-Methionine   18.4 mgVit A   2500 iuVit D3   200 iuVit B1   4.5 mgVit B2   3.5 mgVit B6   1.5 mgVit B12   2.5 mcgNicotinamide   25 mgFolic Acid (Vit B9)   0.5 mgVit C   41 mgCalcium Pantothenate   5 mg5-Hydroxy Anthronilic Acid   0.2 mgVit E   7.5 mg,10 Capsule,12.92
2040,L-Histidine   3.71 mgL-Arginine   13.28 mgL-Isoleucine   5.9 mgL-Theronine   4.2 mgL-Lysine   25 mgL-Phenylalamine   5 mgL-Valine   6.7 mgL-Tryptophan   5 mgL-Methionine   18.4 mgVit A   2500 iuVit D3   200 iuVit B1   5 mgZinc Sulphate   50 mgVit B6   1.5 mgVit B12   2.6 mcgNicotinamide   25 mgVit C   40 mgCalcium Pantothenate   5 mg5-Hydroxy Anthronilic Acid   0.2 mgVit E   7.5 mg,10 Capsule,8.37
2041,Calcium Pantothenate   5 mgTocopheryl Acetate   7.5 iuVit A   2500 iuVit B1   5 mgVit B2   3 mgVit C   40 mgL-Arginine   13.28 mgCholecalciferol   200 iuFolic Acid (Vit B9)   0.75 mgL-Histidine   3.71 mgL-Isoleucine   5.9 mgL-Leucine   183 mgL-Lysine   25 mgDl-Methionine   18.4 mgNicotinamide   25 mgL-Theronine   4.2 mgL-Tryptophan   4.2 mgL-Valine   6.7 mgVit B12   5 mcgVit B6   1.5 mgZinc Sulphate   50 mg,10 Capsule,22.18
2042,Vit A   5000 iuVit B1   10 mgVit B2   10 mgVit B6   2 mgVit B12   7.5 mcgVit C   75 mgVit D3   400 iuVit E   15 iuCalcium Pantothenate   10 mgFolic Acid (Vit B9)   1 mgNiacinamide   50 mgBiotin   150 mcgZinc Sulphate   63 mgIodine   150 mcgMagnesium Oxide   30 mgChromium (Chromic)   25 mcgCopper   2 mgSelenium   70 mcgBoron   150 mcgMolybdenum   25 mcgSilicon   1 mgManganese Sulphate   2.8 mg,10 Capsule,8.8
2043,Calcium Pantothenate   10 mgVit A   5000 iuVit B1   10 mgVit B2   10 mgVit C   75 mgVit E   15 iuBiotin   150 mcgChromium Picolinate   25 mcgSilicon   1 mgCopper Sulphate   2 mgFolic Acid (Vit B9)   1 mgMagnesium Oxide   30 mgMagnesium Sulphate   2.8 mgNiacinamide   50 mgPotassium Iodide   150 mcgSelenium Dioxide   70 mcgSodium Borate   150 mcgSodium Molybdate   25 mcgVit B12   7.5 mcgVit B6   2 mgVit D3   400 iuZinc Sulphate   63 mg,10 Capsule,9.41
2044,Tocopheryl Acetate   7.5 mgCalcium Pantothenate   5 mcgVit A   2500 iuVit B1   1 mgVit B2   1.5 mgVit C   50 mgBiotin   300 mcgChloride   36.3 mcgChromic Chloride   25 mcgCupric Oxide   2 mgDibasic Calcium Phosphate   162 mgFerrous Fumarate   10 mgFolic Acid (Vit B9)   0.15 mgMagnesium Oxide   100 mgManganese Sulphate   2.5 mgPhosphorus   125 mgPotassium Chloride   40 mgPotassium Iodide   0.15 mgSodium Molybdate   25 mcgSodium Selenite   30 mcgStannous Chloride   10 mcgVit B12   1 mcgVit B6   1 mgVit D3   200 iuVit K   10 mcg,10 Capsule,8.06
2045,Vit A   2500 iuVit D3   200 iuVit E   10 mgThiamine   2 mgRiboflavin   3 mgPyridoxine   1.5 mgNiacinamide   26 mgCyanocobalamin   1 mcgCalcium Pantothenate   5 mgAscorbic Acid   50 mgMagnesium Sulphate   100 mgZinc   15 mgCopper   2 mgMolybdenum   25 mcgManganese   2.5 mgBiotin   30 mcgIodine   0.15 mcgIron   9 mgCalcium   162 mgPhosphorus   125 mgPotassium   40 mgChloride   36.3 mgChromium (Chromic)   100 mcgSelenium   25 mcgNickel   5 mcgSilicon   10 mcgVanadium   10 mcg,15 Tablet,12.32
2046,Vit A   2500 iuVit B1   1 mgVit B2   1.5 mgVit B6   1 mgVit B12   1 mcgVit C   50 mgVit D3   200 iuVit E   7.5 mgFolic Acid (Vit B9)   0.15 mgCalcium D Pantothenate   5 mgNicotinamide   20 mgBiotin   30 mcgZinc   15 mgPotassium Iodide   0.15 mgIron   10 mcgMagnesium   100 mgCopper   2 mgCalcium   162 mgPhosphorus   125 mgPotassium   40 mgNickel   5 mcgChromium Chloride   25 mcgMolybdenum   25 mcgStannous Chloride   10 mcgSodium Selenate   30 mcgColloidal Silicon Dioxide   2 mcgSodium Metavanadate   10 mcgSodium Borate   150 mcg,10 Tablet,9.24
2047,Vit A   2500 iuVit D3   200 iuVit E   7.5 mgThiamine   1 mgRiboflavin   1.5 mgPyridoxine   1 mgNiacinamide   20 mgCyanocobalamin   1 mcgCalcium Pantothenate   5 mgAscorbic Acid   50 mgZinc   15 mgSelenium Dioxide   55 mcgMagnesium   100 mgCopper   2 mgMolybdenum   25 mcgFolic Acid (Vit B9)   0.15 mcgPotassium   40 mgBiotin   30 mcgIodine   0.15 mcgIron   10 mcgManganese   2.5 mgCalcium   162 mgPhosphorus   125 mgSilicon   2 mgChromium (Chromic)   25 mcgSelenium   30 mcgNickel   5 mcgTin   10 mcgVanadium   10 mcgBoron   150 mcgVit K   10 mcg,15 Tablet,12.74
2048,Calcium Pantothenate   5 mgVit A   1600 iuVit B1   2 mgVit B2   2 mgVit C   50 mgVit E   7.5 mgBiotin   100 mcgChloride   3.6 mgCholine Bitartrate   25 mgChromium Picolinate   65 mcgCitrus Bioflavonoid   8 mgColloidal Silicon Dioxide   2 mgCopper Sulphate   0.5 mgDibasic Calcium Phosphate   50 mgElemental Phosphorus   38.66 mgFerrous Fumarate   30 mgLactobacillus Sporegens   50 millionLutein   250 mgMagnesium Oxide   30 mgManganese Sulphate   1.5 mgMenadione   10 mcgNatural Carotenoids   0.4 mgNiacinamide   20 mgNickel   5 mcgPotassium Chloride   4 mgPotassium Iodide   150 mcgSodium Borate   150 mcgSodium Metavanadate   10 mcgSodium Molybdate   25 mcgSodium Selenite   20 mcgStannous Chloride   10 mcgVit B12   1 mcgVit B6   1 mgVit D3   200 iuZinc Oxide   15 mgFolic Acid (Vit B9)   150 mcg,10 Capsule,8.61
